Item Code,Item Description,Strength,Dosage Form,Category
KK000600,"Bag tablet dispensing, polythene, disposable 9 x 10cm",1,N/A,Dispensary items
KK000900,Bottle dropper amber 10ml,1,NA,Dispensary items
KK004200,"Spatula, stainless steel, 15cm",1,N/A,Dispensary items
LL000600,1.6 x 150mm (Large fragment set),1,N/A,Hospital equipment
LL009600,9 holes 80mm blade length,1,NA,Hospital equipment
LL009900,"Apron, disposable, polythene",1,N/A,Hospital equipment
LL010200,"Apron, surgeons polythene, foot length",1,N/A,Hospital equipment
LL012350,"Back Sprayer, PVC, 12-16 Litres",1,NA,Hospital equipment
LL014100,"Bed pan, stainless steel, adult",1,N/A,Hospital equipment
LL015900,Boots surgeons male size 12,1,NA,Hospital equipment
LL016800,Boots surgeons male size 8,1,NA,Hospital equipment
LL017100,"Boots surgeons , male size 9",1,N/A,Hospital equipment
LL017700,Boots surgeons female size 5,1,NA,Hospital equipment
LL018650,Heavy Duty Aprons - reusable 100% polyester with PVC coating,1,NA,Hospital equipment
LL019800,Bowl kidney stainless steel small 15cm,1,NA,Hospital equipment
LL046500,"Couch, examination, Metallic",1,N/A,Hospital equipment
LL046800,"Cup, feeding,Metallic",1,N/A,Hospital equipment
LL047400,DCP 6 hole plate 3.5 mm,1,N/A,Hospital equipment
LL048000,DCP 8 hole plate 3.5 mm,1,N/A,Hospital equipment
LL051000,Disposable Shaving blades,1,NA,Hospital equipment
LL051900,"Drum, dressing, stainless steel 15 x 12 inches",1,N/A,Hospital equipment
LL052200,"Drum, dressing, stainless steel 22.5 x 22.5cm",1,N/A,Hospital equipment
LL052800,Drum dressing stainless steel 37.5 x 15cm,1,NA,Hospital equipment
LL055554,Gumboots size 44,1,NA,Hospital equipment
LL055570,Shoe Covers,1,NA,Hospital equipment
LL055800,Giggli Saw400mm,1,NA,Hospital equipment
LL056100,"Goggles, safety plastic",1,N/A,Hospital equipment
LL057600,Hand drill with key,1,NA,Hospital equipment
LL063300,Kiwi vacuum extractor,1,N/A,Hospital equipment
LL066050,"Minplate Screws,5mm",1,NA,Hospital equipment
LL066055,"Minplate Screws,9mm",1,NA,Hospital equipment
LL066300,"Mug, sputum, stainless steel with lid",1,N/A,Hospital equipment
LL070200,"Pump, suction, foot-operated",1,N/A,Hospital equipment
LL071450,Reconstruction Plates2.4mm20 holes,1,NA,Hospital equipment
LL071700,"Resuscitator, mask, adult, autoclavable",1,N/A,Hospital equipment
LL073200,"Scale, baby, to 20kg with 100g divisions",1,N/A,Hospital equipment
LL073500,"Scale, bathroom, to 250KG",1,N/A,Hospital equipment
LL077100,"Stand, i.v. drip, mobile on castrols",1,N/A,Hospital equipment
LL080100,Tablet counter,1,N/A,Hospital equipment
LL080700,"Tray, stainless steel no lid 20 x 15 x 5cm",1,N/A,Hospital equipment
LL081000,"Tray, stainless steel no lid 25 x 20 x 5cm",1,N/A,Hospital equipment
LL081300,"Tray, stainless steel no lid 45 x 32.5 x 5cm",1,N/A,Hospital equipment
LL081600,"Tray, stainless steel with lid 20 x15 x 5cm",1,N/A,Hospital equipment
LL081900,Tray stainless steel with lid 30 x 25 x 5cm,1,NA,Hospital equipment
LL082200,"Trolley, instrument",1,N/A,Hospital equipment
LL082500,"Trolley, patient",1,N/A,Hospital equipment
LL083400,Trolley theatre stretcher-type,1,NA,Hospital equipment
LL084300,Vacuum extractor electrical,1,NA,Hospital equipment
LL084600,Vacuum manual aspirator (MVA kit),1,N/A,Hospital equipment
LL086700,"Wheelchair, folding type",1,N/A,Hospital equipment
LL087000,"Wheeled bin, hard plastic material with sliding cover , 910cm long, mouth 55cm x 45cm, bottom 40cm x 38cm, wheel 19cm diameter, 3.5cm thick, grey or black colour",1,N/A,Hospital equipment
MM001100,Sodium bicarbonate,1,NA,Laboratory Reagents + Materials
MM003000,"Abbott M2000sp Pipette Tips 200ul, Black",1,N/A,Laboratory Reagents + Materials
MM003600,"Abbott M2000sp Reaction Vessels, 5ml",1,N/A,Laboratory Reagents + Materials
MM003900,Abbott M2000sp Reagent Vessels 200ml,1,NA,Laboratory Reagents + Materials
MM004800,"Abx Basolyse, Cat No. A0906003",1,N/A,Laboratory Reagents + Materials
MM005100,"Abx Cleaner, Cat No. A0906003",1,N/A,Laboratory Reagents + Materials
MM005400,"Abx Difftrol High Control, Cat No. A2062208",1,N/A,Laboratory Reagents + Materials
MM005700,"Abx Difftrol Low Contol, Cat No. A2062207",1,N/A,Laboratory Reagents + Materials
MM006000,"Abx Difftrol Normal Control, Cat No. A2062203",1,N/A,Laboratory Reagents + Materials
MM006300,"Abx Diluent, Cat No. A0901020",1,N/A,Laboratory Reagents + Materials
MM006600,"Abx Eosinofix, Cat No. A0206010",1,N/A,Laboratory Reagents + Materials
MM006900,"Abx Miniclean, Cat No. A0403010",1,N/A,Laboratory Reagents + Materials
MM007200,"Abx Minilyse, Cat No.A0702010",1,N/A,Laboratory Reagents + Materials
MM007500,"Abx Minoclair, Cat No.A0401005",1,N/A,Laboratory Reagents + Materials
MM008110,ABX Pentra XL80 Diluent,1,NA,Laboratory Reagents + Materials
MM008115,ABX Pentra XL80 Lysebio,1,NA,Laboratory Reagents + Materials
MM008120,ABX Pentra XL80 Cleaner,1,NA,Laboratory Reagents + Materials
MM008125,ABX Pentra XL80 Basolyse,1,NA,Laboratory Reagents + Materials
MM008130,ABX Pentra XL80 Eosinofix,1,NA,Laboratory Reagents + Materials
MM008135,ABX Pentra XL80 Control L,1,NA,Laboratory Reagents + Materials
MM008140,ABX Pentra XL80 Control N,1,NA,Laboratory Reagents + Materials
MM008145,ABX Pentra XL80 Control H,1,NA,Laboratory Reagents + Materials
MM008150,Sysmex Control L,1,NA,Laboratory Reagents + Materials
MM008155,Sysmex Control H,1,NA,Laboratory Reagents + Materials
MM008160,Sysmex Control N,1,NA,Laboratory Reagents + Materials
MM008400,Acetic Acid 2.5l,1,N/A,Laboratory Reagents + Materials
MM008700,Acetone (Purity: 99.5%),1,N/A,Laboratory Reagents + Materials
MM009000,Acid Fuchsin 25g,1,N/A,Laboratory Reagents + Materials
MM009300,"Acid Phosphatase (Human), Ref No. 10660",1,N/A,Laboratory Reagents + Materials
MM009350,Act 5 Diff HGB lyse,1,NA,Laboratory Reagents + Materials
MM009600,"Act Diff 2 Analyser, Act Rinse Shutdown Diluent, 500ml",1,N/A,Laboratory Reagents + Materials
MM010250,Agape Sodium 2 x 30ml,1,NA,Laboratory Reagents + Materials
MM010500,"Agar, Base Urea",1,N/A,Laboratory Reagents + Materials
MM010800,"Agar, Blood Base",1,N/A,Laboratory Reagents + Materials
MM012000,Agar Kligler,1,NA,Laboratory Reagents + Materials
MM012600,"Agar, Macconkey No. 3, With Salt",1,N/A,Laboratory Reagents + Materials
MM012900,"Agar, Macconkey, Salt Free",1,N/A,Laboratory Reagents + Materials
MM013500,"Agar, Mannitol Salt",1,N/A,Laboratory Reagents + Materials
MM013800,"Agar, Mueller-Hinton",1,N/A,Laboratory Reagents + Materials
MM014100,"Agar, Nutrient",1,N/A,Laboratory Reagents + Materials
MM014400,"Agar, Sabouraud Dextrose",1,N/A,Laboratory Reagents + Materials
MM015000,"Agar, Thiosulphate-Citrate-Bile Salts Sucrose (Tcbs)",1,N/A,Laboratory Reagents + Materials
MM015300,"Agar, Triple Sugar Iron (Tsi)",1,N/A,Laboratory Reagents + Materials
MM015600,"Agar, Xylose, Lysine, Dextrose (Xld)",1,N/A,Laboratory Reagents + Materials
MM015900,Agar Yeast Extract,1,NA,Laboratory Reagents + Materials
MM016500,Albumin Test Kit (Human) 1000ml,1,NA,Laboratory Reagents + Materials
MM016800,Alkaline Peptone Water,1,N/A,Laboratory Reagents + Materials
MM017100,Alkaline Phosphatase Test Kit (Human),1,N/A,Laboratory Reagents + Materials
MM018000,Amoxycillin Disc 35?g,1,N/A,Laboratory Reagents + Materials
MM018300,Ampicillin Disc 10?g,1,N/A,Laboratory Reagents + Materials
MM018600,Ampicillin Disc 25?g,1,N/A,Laboratory Reagents + Materials
MM018900,"Amylase Test Kit (Human), 10ml",1,N/A,Laboratory Reagents + Materials
MM019550,Innoculating LoopsYellow,1,NA,Laboratory Reagents + Materials
MM019700,"Mindray BS 200E Urea, R1:4 X 35mls, R2:2X18mls",1,NA,Laboratory Reagents + Materials
MM019850,Mindray BS 200E ISE Module Reagent (Na K Cl Li),1,NA,Laboratory Reagents + Materials
MM020100,"Anti-Human Globulin (Ahg Sera), 10ml",1,N/A,Laboratory Reagents + Materials
MM020700,"Aspartate Aminotransferase (Sgot) Test Kit, 15ml (Human) Ref No.:12021",1,N/A,Laboratory Reagents + Materials
MM021000,Auramine O,1,NA,Laboratory Reagents + Materials
MM021050,Auto clovable test tube,1,NA,Laboratory Reagents + Materials
MM022200,B30 Control Low 3ml,1,NA,Laboratory Reagents + Materials
MM023100,"Bacitracin 0.04 Units, Discs",1,N/A,Laboratory Reagents + Materials
MM023400,"Bacitracin 0.1 Units, Discs",1,N/A,Laboratory Reagents + Materials
MM023700,Bacitracin Disc 0.04 Units,1,N/A,Laboratory Reagents + Materials
MM024000,"Bag, Biohazard, Autoclavable",1,N/A,Laboratory Reagents + Materials
MM025200,"Bc-3200 Calibrators, 2x3ml",1,N/A,Laboratory Reagents + Materials
MM025800,"Bc-3200 Control, 3x3ml",1,N/A,Laboratory Reagents + Materials
MM026400,Bc-3200 M-30cfl Lyse 500ml/Bottle,1,N/A,Laboratory Reagents + Materials
MM026401,Bc-3200 M-30cfl Lyse10 L,1,NA,Laboratory Reagents + Materials
MM026700,Bc-3200 M-30d Diluent,1,N/A,Laboratory Reagents + Materials
MM027050,"Mindray BS 200E CD80 Detergent, 2L X 6",1,NA,Laboratory Reagents + Materials
MM027200,"Mindray BS 200E ALP,R1:4X35ml,R2:2X18ml (IFCC Method)",1,NA,Laboratory Reagents + Materials
MM027350,"Mindray BS 200E GGT,R1:4X35ml,R2:2X18ml (SZASZ Method)",1,NA,Laboratory Reagents + Materials
MM027400,"Mindray BS 200E Mg,R:4X40ml, (XYLIDYL BLUE METHOD)",1,NA,Laboratory Reagents + Materials
MM027500,"Mindray BS 200E Phosphorus,R:4X40ml, (PHOSPHOMOLYBDATE METHO",1,NA,Laboratory Reagents + Materials
MM027600,"Bc-3200 M-30e E-Z Cleanser, 100ml Per Bottle",1,N/A,Laboratory Reagents + Materials
MM027650,"Mindray BS 200E HDL-C,R1:1X40ml,R2:14ml(Direct Method)",1,NA,Laboratory Reagents + Materials
MM027800,"Mindray BS 200E CK,R1:2X40ml,R2:1X20ml (IFCC Method)",1,NA,Laboratory Reagents + Materials
MM028100,"Mindray BS 200E TC, R:4X40ml (CHOD-POD Method)",1,NA,Laboratory Reagents + Materials
MM028200,"Bc-3200 Probe Cleanser, 12x17ml",1,N/A,Laboratory Reagents + Materials
MM028400,"Mindray BS 200E Multi Control Sera N, 10 X 5ml",1,NA,Laboratory Reagents + Materials
MM028500,Bc-3200 Rinse,1,N/A,Laboratory Reagents + Materials
MM028550,"Mindray BS 200E Multi Control Sera P, 10 X 5ml",1,NA,Laboratory Reagents + Materials
MM028900,"Mindray BS 200E Lipid Calibrator, 5 X 1ml",1,NA,Laboratory Reagents + Materials
MM029100,Bc-3200 Thermo Paper 50mmx20m,1,N/A,Laboratory Reagents + Materials
MM029150,"Mindray BS 200E Total Protein, R:4X40ml, (Bluret Metho)",1,NA,Laboratory Reagents + Materials
MM029200,"Mindray BS 200E Total Bilirubin, R1:4X35ml,R2:2X18ml(VOX)",1,NA,Laboratory Reagents + Materials
MM029300,"Mindray BS 200E Albumin, R:4X40ml (Bromocresol Green Method)",1,NA,Laboratory Reagents + Materials
MM029450,"Mindray BS 200E Direct Bilirubin, R1:4X35ml,R2:2X18ml(VOX)",1,NA,Laboratory Reagents + Materials
MM030300,Bc-3200m-30r Rinse,1,N/A,Laboratory Reagents + Materials
MM030601,BC3000 plus30r Rinse 10L,1,NA,Laboratory Reagents + Materials
MM030900,Bd Bactec - Peds Plus Aerobic/F Medium (Cat 442123),1,N/A,Laboratory Reagents + Materials
MM031200,Bd Bactec - Plus Aerobic/F Medium (Cat 442023),1,N/A,Laboratory Reagents + Materials
MM031300,Bd Bactec 9050 Blood Culture Bottle,1,NA,Laboratory Reagents + Materials
MM033000,Beaker Cleaning Brushes,1,NA,Laboratory Reagents + Materials
MM033300,"Beaker, Resistant Glass With Lip 100ml",1,N/A,Laboratory Reagents + Materials
MM033600,"Beaker, Resistant Glass With Lip 1l",1,N/A,Laboratory Reagents + Materials
MM033900,"Beaker, Resistant Glass With Lip 250ml",1,N/A,Laboratory Reagents + Materials
MM034800,"Bijou Bottle, 5ml",1,N/A,Laboratory Reagents + Materials
MM035100,"Bilirubin Total And Direct Liquicolour Kit -(Human), 2x100ml",1,N/A,Laboratory Reagents + Materials
MM035400,Bin Liners,1,N/A,Laboratory Reagents + Materials
MM035700,"Biohazard Bag 84x52cm, Red",1,N/A,Laboratory Reagents + Materials
MM036000,"Biohazard Bag 84x52cm, Red",1,N/A,Laboratory Reagents + Materials
MM036001,"Biohazard bags orange 60x90cm,Autoclavable",1,NA,Laboratory Reagents + Materials
MM036300,Biohazard Labels,1,N/A,Laboratory Reagents + Materials
MM036350,"Blood collection cards (S+S903) 5 spots, Specimen collection",1,NA,Laboratory Reagents + Materials
MM036352,Zip Lock Bags Large 30cm x 30cm,1,NA,Laboratory Reagents + Materials
MM036370,Blood glucose test strips,1,NA,Laboratory Reagents + Materials
MM036600,"Blood Grouping Serum, Anti-A, Monoclonal, 10ml",1,N/A,Laboratory Reagents + Materials
MM036900,"Blood Grouping Serum, Anti-Ab, Monoclonal, 10ml",1,N/A,Laboratory Reagents + Materials
MM037200,"Blood Grouping Serum, Anti-B, Monoclonal, 10ml",1,N/A,Laboratory Reagents + Materials
MM037500,"Blood Grouping Serum, Anti-D, Igg, 10ml",1,N/A,Laboratory Reagents + Materials
MM037800,"Blood Grouping Serum, Anti-D, Igm/Igg Blends, 10ml",1,N/A,Laboratory Reagents + Materials
MM038100,Blood Grouping Tiles- Polysterline,1,N/A,Laboratory Reagents + Materials
MM038150,Bluetips 10-50L,1,NA,Laboratory Reagents + Materials
MM038400,"Bottle, Bijou, 5ml, With Stainless Steel Screw Cap",1,N/A,Laboratory Reagents + Materials
MM038700,"Bottle, Blood Collecting Plain Plastic Vacutainer, 5ml",1,N/A,Laboratory Reagents + Materials
MM038710,Bottle Plastic Plain. 1L,1,NA,Laboratory Reagents + Materials
MM039000,Bottle Blood Collecting Plastic 5ml With Sod-Cit 3-8% Solut,1,NA,Laboratory Reagents + Materials
MM039300,"Bottle, Blood Collecting Plastic Vacutainer With Fluoride Oxalate, 5ml Screw Cap",1,N/A,Laboratory Reagents + Materials
MM039350,"Blood collecting tubes, plastic with coag.accel.Red,3.5-4ml",1,NA,Laboratory Reagents + Materials
MM039351,"Blood collecting tubes, plastic with determina..grey,3.5-4ml",1,NA,Laboratory Reagents + Materials
MM039600,"Bottle, Blood Collecting Vacuated, 4.5ml With Edta K3 Tubes",1,N/A,Laboratory Reagents + Materials
MM039650,Vacuated Plain tubes 4.5mls,1,NA,Laboratory Reagents + Materials
MM039800,"Bottle, Blood Collecting Vacuated, 5ml, Plastic plain, 21G",1,NA,Laboratory Reagents + Materials
MM039850,Bottle blood collecting plastic vacuated fluoride oxal 5m,1,NA,Laboratory Reagents + Materials
MM039900,"Bottle, Blood Collecting Vacuated, 4ml With Edta K3 Tubes",1,N/A,Laboratory Reagents + Materials
MM039901,"Bottle, blood collecting vacuated, 4ml with EDTA K2 tubes",1,NA,Laboratory Reagents + Materials
MM039933,Bottle blood collecting vacuated 1ml EDTA,1,NA,Laboratory Reagents + Materials
MM040200,"Bottle, Blood Collecting Vacuated, 5 Ml With Edta K3 Tubes",1,N/A,Laboratory Reagents + Materials
MM040249,Bottle Culture 20ml,1,NA,Laboratory Reagents + Materials
MM040250,Bottle Culture 14ml,1,NA,Laboratory Reagents + Materials
MM040251,Bottle Culture 50ml,1,NA,Laboratory Reagents + Materials
MM040252,"Bottle, blood 100ml",1,NA,Laboratory Reagents + Materials
MM040259,Bottle Culture 5ml,1,NA,Laboratory Reagents + Materials
MM040550,"Bottle, plastic plain with screw 1litre",1,NA,Laboratory Reagents + Materials
MM040800,"Bottle, Wide Mouth Stainless Steel Screw Cap 30ml",1,N/A,Laboratory Reagents + Materials
MM042300,Brush Test Tube Nylon,1,N/A,Laboratory Reagents + Materials
MM042600,"Brush, Test Tube, Nylon",1,N/A,Laboratory Reagents + Materials
MM042900,"Bs 120 Alanine Aminotransferase Kit,4x35ml Plus 2x18ml",1,N/A,Laboratory Reagents + Materials
MM043200,Bs 120 Albumin Kit 4x40ml,1,NA,Laboratory Reagents + Materials
MM043500,Bs 120 Alkaline Phosphatase Kit 4x35ml Plus 2x18ml,1,NA,Laboratory Reagents + Materials
MM043800,Bs 120 Apolipoprotein A1 Kit 1x35ml Plus,1,NA,Laboratory Reagents + Materials
MM044100,Bs 120 Apolipoprotein B Kit 1x35ml Plus 1x12ml,1,NA,Laboratory Reagents + Materials
MM044400,Bs 120 Aso 1x40ml Plus 1x40ml,1,NA,Laboratory Reagents + Materials
MM044700,"Bs 120 Aspartate Aminotransferase Kit, 4x35ml Plus 2x18ml",1,N/A,Laboratory Reagents + Materials
MM045000,Bs 120 Bicarbonates 2x20ml,1,NA,Laboratory Reagents + Materials
MM045300,"Bs 120 Bilirubin Direct Kit, 4x20ml, 1x20ml",1,N/A,Laboratory Reagents + Materials
MM045600,"Bs 120 Bilirubin Direct Kit, 4x35ml Plus 2x18ml",1,N/A,Laboratory Reagents + Materials
MM045900,Bs 120 Bilirubin Total Kit 4x20ml Plus 1x20ml,1,NA,Laboratory Reagents + Materials
MM046200,Bs 120 Bilirubin Total Kit 4x35ml Plus 2x18ml,1,NA,Laboratory Reagents + Materials
MM046500,"Bs 120 Calcium Kit, 4x40ml",1,N/A,Laboratory Reagents + Materials
MM046800,"Bs 120 Cd80 Detergent (2 Liter*6bottles/Box), 2lx6boxes",1,N/A,Laboratory Reagents + Materials
MM047400,Bs 120 Ck-Mb Calibrator 3x1ml,1,NA,Laboratory Reagents + Materials
MM047700,Bs 120 Ck-Mb Control N 4x3ml,1,NA,Laboratory Reagents + Materials
MM048000,Bs 120 Ck-Mb Control P 4x3ml,1,NA,Laboratory Reagents + Materials
MM048600,Bs 120 Complement C4 Kit 1x40ml Plus 1x15ml,1,NA,Laboratory Reagents + Materials
MM048900,Bs 120 C-Reactive Protein Kit 1x40ml Plus 1x10ml,1,NA,Laboratory Reagents + Materials
MM049200,Bs 120 Creatine Kinase Kit 2x40ml Plus 1x20ml,1,NA,Laboratory Reagents + Materials
MM049800,"Bs 120 Creatinine Kit, 3x35ml Plus 3x35ml",1,N/A,Laboratory Reagents + Materials
MM050400,"Bs 120 Disposable Cuvettes, 5packs Per 1000segments",1,N/A,Laboratory Reagents + Materials
MM050700,Bs 120 Fructosamine 2x30ml Plus 1x15ml,1,NA,Laboratory Reagents + Materials
MM051000,Bs 120 Gamma?Glutamyltransferase Kit 4x35ml Plus 2x18ml,1,NA,Laboratory Reagents + Materials
MM051600,"Bs 120 Glucose Kit, 4x40ml Plus 2x20ml",1,N/A,Laboratory Reagents + Materials
MM051900,Bs 120 Haemoglobin A1c 2x30ml Plus 1x12ml,1,NA,Laboratory Reagents + Materials
MM052200,"Bs 120 Hdl+Ldl Cholesterol Control P, 4x3ml",1,N/A,Laboratory Reagents + Materials
MM052500,Bs 120 Hdl-Cholesterol Kit 1x40ml Plus 1x14ml,1,NA,Laboratory Reagents + Materials
MM053100,Bs 120 Immunoglobulin A Kit 1x40ml Plus 1x20ml,1,NA,Laboratory Reagents + Materials
MM053700,Bs 120 Iron 2x40ml Plus 1x16ml,1,NA,Laboratory Reagents + Materials
MM054000,"Bs 120 Lactate Dehydrogenase Kit, 4x35ml Plus 2x18ml",1,N/A,Laboratory Reagents + Materials
MM054300,Bs 120 Ldl-Cholesterol Kit 1x40ml Plus 1x14ml,1,NA,Laboratory Reagents + Materials
MM054600,Bs 120 Lipase 1x35ml Plus 1x9ml,1,NA,Laboratory Reagents + Materials
MM054900,"Bs 120 Lipids Calibrator, 5x1ml",1,N/A,Laboratory Reagents + Materials
MM055200,Bs 120 Lipids Control N 6x3ml,1,NA,Laboratory Reagents + Materials
MM055500,Bs 120 Lipids Control P 6x3ml,1,NA,Laboratory Reagents + Materials
MM055800,Bs 120 Lipoprotein (A) Kit 2x32ml Plus 1x18ml,1,NA,Laboratory Reagents + Materials
MM056100,Bs 120 Lipoprotein(A) Calibrator 3x1ml,1,NA,Laboratory Reagents + Materials
MM056400,Bs 120 Lipoprotein(A) Control N+P Kit 2x1ml Plus 2x1ml,1,NA,Laboratory Reagents + Materials
MM056700,Bs 120 Magnesium Kit 4x40ml,1,NA,Laboratory Reagents + Materials
MM057000,"Bs 120 Multi Control Sera N, 10x5ml",1,N/A,Laboratory Reagents + Materials
MM057300,"Bs 120 Multi Control Sera N, 20x5ml",1,N/A,Laboratory Reagents + Materials
